species,name,breed,date_of_birth,age_in_months,weight_kg,temperature,heart_rate,respiratory_rate,blood_pressure_systolic,blood_pressure_diastolic,body_condition_score,hydration_status,mucous_membrane_color,coat_condition,appetite,energy_level,aggression,vomiting,diarrhea,coughing,limping,vaccinations,diagnosis_text,treatment_text,allergies,chronic_conditions,prescriptions,health_status
Cat,Milo,Domestic Shorthair,2016-12-23,107,2.4,36.9,157,11,90,104,8,normal,pink,matted,absent,lethargic,mild,True,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-03-16', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-02-02', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-08-03', 'status': 'overdue'}]",Diabetic ketoacidosis due to uncontrolled diabetes.,Referral to internal medicine specialist.,[],[],['Prednisolone'],Unhealthy
Cat,Shadow,Persian,2015-03-27,128,5.9,38.3,207,22,130,95,4,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-02-08', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-13', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Max,Ragdoll,2015-01-09,130,4.5,38.5,185,28,165,91,4,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-11-09', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-04', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],['Dental Disease'],[],Healthy
Cat,Shadow,Siamese,2025-10-27,0,5.1,38.9,177,28,154,104,5,normal,pink,healthy,normal,normal,moderate,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']","['Feline Hyperthyroidism', 'Dental Disease']",[],Healthy
Cat,Luna,Domestic Shorthair,2024-11-16,12,2.9,38.4,213,28,151,103,4,normal,pink,dull,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-11-20', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-05-24', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-03-12', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],['Amoxicillin'],Healthy
Cat,Smokey,Domestic Shorthair,2021-08-23,51,4.2,38.6,176,23,152,95,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-10', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-10-08', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-04-10', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Shadow,Maine Coon,2018-09-26,86,4.2,38.7,181,24,134,92,4,normal,pink,healthy,normal,normal,mild,False,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-12-18', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Maine Coon,2013-11-24,144,2.8,39.2,180,28,133,96,5,mild_dehydration,pale,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-10-05', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-02', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Nala,Scottish Fold,2016-09-17,110,3.9,38.7,169,27,132,76,7,normal,pink,healthy,normal,normal,severe,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-12-19', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-15', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-12-05', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],['Amoxicillin'],At Risk
Cat,Kitty,Siamese,2010-12-09,179,5.3,39.3,163,22,142,92,3,normal,pink,healthy,normal,hyperactive,severe,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-07-12', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-04-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Metronidazole'],At Risk
Cat,Max,Siamese,2025-10-22,1,2.6,38.4,187,23,163,103,5,normal,pink,dull,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-06-27', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']","['Feline Hyperthyroidism', 'Dental Disease']",[],Healthy
Cat,Bella,Other,2021-10-03,49,4.6,38.6,184,29,152,102,7,normal,pink,dull,normal,normal,severe,False,False,True,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-09-22', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],[],Healthy
Cat,Nala,Domestic Shorthair,2014-10-25,133,2.8,38.2,198,22,157,113,4,mild_dehydration,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-17', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-27', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Dental Disease', 'Chronic Kidney Disease']",[],Healthy
Cat,Kitty,Maine Coon,2016-01-20,118,2.6,38.4,181,19,131,102,4,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-31', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-05-29', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Flea Bite']",[],[],Healthy
Cat,Chloe,Sphynx,2025-04-05,7,5.9,38.8,190,23,161,92,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-05', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-24', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-09', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Lucy,Sphynx,2017-07-26,100,3.9,38.7,174,27,121,71,5,normal,pink,healthy,normal,lethargic,none,True,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Fish Protein'],[],[],Healthy
Cat,Chloe,Ragdoll,2019-07-06,76,3.0,38.6,275,26,143,110,2,normal,white,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-08-26', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-01-09', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-01-29', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Pollen']","['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],At Risk
Cat,Kitty,Maine Coon,2012-02-14,165,3.2,38.7,215,28,105,88,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-05', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-04-30', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-09-12', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Chronic Kidney Disease'],[],Healthy
Cat,Simba,Domestic Shorthair,2017-06-30,100,3.6,38.9,146,27,172,89,6,normal,pink,healthy,absent,normal,moderate,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2023-12-01', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-14', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Metronidazole'],At Risk
Cat,Kitty,Persian,2024-06-06,17,3.5,38.8,192,17,160,85,5,normal,pink,healthy,normal,normal,mild,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-10', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-05-03', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Metronidazole'],Healthy
Cat,Oliver,Maine Coon,2019-12-06,71,4.2,39.0,160,20,131,98,5,normal,pink,healthy,normal,normal,severe,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-03-14', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-06-29', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-20', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Nala,Ragdoll,2019-08-11,75,5.8,38.2,154,27,135,92,7,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-23', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Metronidazole'],Healthy
Cat,Kitty,Scottish Fold,2023-11-21,24,4.3,39.2,213,29,142,86,7,moderate_dehydration,pink,patchy,decreased,lethargic,none,True,True,True,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-07-02', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-08-21', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-10-20', 'status': 'up_to_date'}]",Severe upper respiratory infection with high fever.,Hospitalization for IV fluids and supportive care.,"['Fish Protein', 'Pollen']",[],[],Unhealthy
Cat,Kitty,Sphynx,2018-10-20,85,2.4,38.6,168,26,179,101,5,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-06-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Bella,Scottish Fold,2010-12-06,179,4.3,39.0,182,16,156,76,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-09-24', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Leo,Ragdoll,2011-07-13,172,6.9,38.3,243,20,138,90,6,normal,pink,dull,normal,lethargic,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Bella,Maine Coon,2021-07-15,52,6.2,38.7,213,25,143,95,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-09-30', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-06-17', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-09', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],"['Chronic Kidney Disease', 'Dental Disease']",[],Healthy
Cat,Simba,Maine Coon,2013-04-27,150,3.6,39.4,193,23,153,96,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-29', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-11-27', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Dental Disease'],[],Healthy
Cat,Luna,Siamese,2021-02-03,57,6.4,38.6,159,32,148,106,5,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-08', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Other,2016-07-31,111,8.3,36.5,112,5,111,131,1,severe_dehydration,pink,matted,absent,lethargic,severe,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-24', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-12-04', 'status': 'overdue'}]",Severe gastroenteritis and dehydration.,Hospitalization for IV fluids and supportive care.,"['Flea Bite', 'Fish Protein']",[],[],Unhealthy
Cat,Smokey,Persian,2018-09-18,86,4.5,38.8,204,21,143,91,4,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-09', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-01-25', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Dental Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Leo,Other,2025-02-15,9,4.5,38.5,187,23,172,104,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-06', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Dental Disease'],[],Healthy
Cat,Luna,Ragdoll,2023-01-05,34,3.0,39.9,117,26,207,82,7,moderate_dehydration,pink,matted,absent,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-28', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-19', 'status': 'up_to_date'}]",Severe upper respiratory infection with high fever.,Hospitalization for IV fluids and supportive care.,['Fish Protein'],[],[],Unhealthy
Cat,Oliver,Persian,2020-12-04,59,2.7,38.6,208,21,141,106,5,moderate_dehydration,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Tiger,Siamese,2020-03-31,67,4.4,38.6,164,28,150,96,6,mild_dehydration,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-01-29', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-15', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-10-31', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Other,2023-05-17,30,4.1,38.5,177,26,149,88,5,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-06', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-09-01', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-04-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Amoxicillin'],Healthy
Cat,Luna,Bengal,2016-12-02,107,6.4,38.5,147,22,170,96,5,normal,pink,healthy,normal,normal,none,False,False,False,True,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Lucy,Ragdoll,2021-09-19,50,4.0,39.5,253,37,173,119,1,moderate_dehydration,pink,greasy,decreased,lethargic,mild,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-06-05', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-17', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-29', 'status': 'overdue'}]",Severe upper respiratory infection with high fever.,Hospitalization for IV fluids and supportive care.,"['Fish Protein', 'Flea Bite']",['Chronic Kidney Disease'],[],Unhealthy
Cat,Chloe,Bengal,2011-06-03,173,5.8,38.7,200,26,156,91,6,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-28', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Persian,2015-07-24,124,4.3,38.5,227,27,147,88,3,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-04-01', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-10-15', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-10-25', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Bella,Other,2021-08-15,51,5.1,38.8,92,36,158,91,4,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-06-30', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Pollen', 'Fish Protein']",['Dental Disease'],['Metronidazole'],At Risk
Cat,Bella,Other,2016-08-30,110,5.1,37.1,193,25,144,60,9,mild_dehydration,pink,greasy,decreased,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-04-14', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-01-07', 'status': 'overdue'}]",Diabetic ketoacidosis due to uncontrolled diabetes.,Referral to internal medicine specialist.,['Fish Protein'],[],[],Unhealthy
Cat,Shadow,Siamese,2018-08-24,87,5.1,38.2,186,24,212,90,4,normal,pink,healthy,normal,normal,moderate,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-05-14', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Dental Disease'],[],Healthy
Cat,Tiger,Ragdoll,2020-12-08,59,3.7,38.8,159,23,148,87,4,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-12', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-09-04', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-03-08', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],"['Dental Disease', 'Chronic Kidney Disease']",[],Healthy
Cat,Leo,Scottish Fold,2024-01-07,22,4.2,39.7,200,32,132,87,9,moderate_dehydration,pink,healthy,decreased,lethargic,none,True,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-30', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-23', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-05-10', 'status': 'overdue'}]",Severe upper respiratory infection with high fever.,Aggressive antibiotic and anti-emetic therapy.,['Pollen'],[],[],Unhealthy
